Cdif-ST-165	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-16	Cdif-adk-1
Cdif-ST-166	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-25	Cdif-sodA-29	Cdif-atpA-15	Cdif-adk-5
Cdif-ST-167	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-22	Cdif-glyA-27	Cdif-sodA-29	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-168	Cdif-recA-15	Cdif-dxr-19	Cdif-tpi-22	Cdif-glyA-11	Cdif-sodA-29	Cdif-atpA-8	Cdif-adk-10
Cdif-ST-169	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-26	Cdif-sodA-29	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-170	Cdif-recA-6	Cdif-dxr-3	Cdif-tpi-15	Cdif-glyA-8	Cdif-sodA-2	Cdif-atpA-7	Cdif-adk-9
Cdif-ST-171	Cdif-recA-3	Cdif-dxr-13	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-12	Cdif-atpA-7	Cdif-adk-1
Cdif-ST-172	Cdif-recA-1	Cdif-dxr-20	Cdif-tpi-3	Cdif-glyA-3	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-173	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-24	Cdif-glyA-11	Cdif-sodA-29	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-174	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-23	Cdif-glyA-28	Cdif-sodA-29	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-175	Cdif-recA-1	Cdif-dxr-21	Cdif-tpi-2	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-176	Cdif-recA-1	Cdif-dxr-9	Cdif-tpi-25	Cdif-glyA-9	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-177	Cdif-recA-18	Cdif-dxr-22	Cdif-tpi-28	Cdif-glyA-33	Cdif-sodA-31	Cdif-atpA-18	Cdif-adk-13
Cdif-ST-178	Cdif-recA-16	Cdif-dxr-22	Cdif-tpi-26	Cdif-glyA-29	Cdif-sodA-31	Cdif-atpA-17	Cdif-adk-13
Cdif-ST-179	Cdif-recA-17	Cdif-dxr-23	Cdif-tpi-27	Cdif-glyA-30	Cdif-sodA-31	Cdif-atpA-17	Cdif-adk-13
Cdif-ST-180	Cdif-recA-19	Cdif-dxr-22	Cdif-tpi-28	Cdif-glyA-32	Cdif-sodA-32	Cdif-atpA-19	Cdif-adk-13
Cdif-ST-181	Cdif-recA-18	Cdif-dxr-22	Cdif-tpi-26	Cdif-glyA-31	Cdif-sodA-31	Cdif-atpA-18	Cdif-adk-13
Cdif-ST-182	Cdif-recA-5	Cdif-dxr-16	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-12	Cdif-atpA-1	Cdif-adk-2
Cdif-ST-183	Cdif-recA-1	Cdif-dxr-24	Cdif-tpi-1	Cdif-glyA-6	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-184	Cdif-recA-1	Cdif-dxr-25	Cdif-tpi-1	Cdif-glyA-34	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-185	Cdif-recA-5	Cdif-dxr-16	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-2
Cdif-ST-186	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-11	Cdif-sodA-11	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-187	Cdif-recA-9	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-13	Cdif-sodA-11	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-188	Cdif-recA-14	Cdif-dxr-9	Cdif-tpi-2	Cdif-glyA-9	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-189	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-10	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-190	Cdif-recA-4	Cdif-dxr-26	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-14
Cdif-ST-191	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-35	Cdif-sodA-33	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-192	Cdif-recA-1	Cdif-dxr-11	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-193	Cdif-recA-9	Cdif-dxr-5	Cdif-tpi-3	Cdif-glyA-1	Cdif-sodA-34	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-194	Cdif-recA-1	Cdif-dxr-11	Cdif-tpi-1	Cdif-glyA-23	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-195	Cdif-recA-9	Cdif-dxr-27	Cdif-tpi-8	Cdif-glyA-36	Cdif-sodA-11	Cdif-atpA-20	Cdif-adk-5
Cdif-ST-196	Cdif-recA-14	Cdif-dxr-9	Cdif-tpi-2	Cdif-glyA-37	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-197	Cdif-recA-1	Cdif-dxr-1	Cdif-tpi-5	Cdif-glyA-10	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-198	Cdif-recA-20	Cdif-dxr-2	Cdif-tpi-10	Cdif-glyA-7	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-11
Cdif-ST-199	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-35	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-200	Cdif-recA-21	Cdif-dxr-28	Cdif-tpi-30	Cdif-glyA-38	Cdif-sodA-36	Cdif-atpA-21	Cdif-adk-15
Cdif-ST-201	Cdif-recA-2	Cdif-dxr-4	Cdif-tpi-31	Cdif-glyA-7	Cdif-sodA-8	Cdif-atpA-6	Cdif-adk-1
Cdif-ST-202	Cdif-recA-18	Cdif-dxr-22	Cdif-tpi-32	Cdif-glyA-31	Cdif-sodA-31	Cdif-atpA-18	Cdif-adk-13
Cdif-ST-203	Cdif-recA-22	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-22	Cdif-adk-1
Cdif-ST-204	Cdif-recA-23	Cdif-dxr-29	Cdif-tpi-33	Cdif-glyA-39	Cdif-sodA-37	Cdif-atpA-23	Cdif-adk-16
Cdif-ST-205	Cdif-recA-5	Cdif-dxr-13	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-23	Cdif-atpA-3	Cdif-adk-1
Cdif-ST-206	Cdif-recA-18	Cdif-dxr-22	Cdif-tpi-32	Cdif-glyA-40	Cdif-sodA-38	Cdif-atpA-18	Cdif-adk-13
Cdif-ST-207	Cdif-recA-9	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-41	Cdif-sodA-11	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-208	Cdif-recA-1	Cdif-dxr-8	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-7	Cdif-adk-2
Cdif-ST-209	Cdif-recA-2	Cdif-dxr-4	Cdif-tpi-11	Cdif-glyA-7	Cdif-sodA-8	Cdif-atpA-6	Cdif-adk-1
Cdif-ST-210	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-11	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-211	Cdif-recA-1	Cdif-dxr-8	Cdif-tpi-11	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-5	Cdif-adk-2
Cdif-ST-212	Cdif-recA-1	Cdif-dxr-7	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-4	Cdif-adk-1
Cdif-ST-213	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-6	Cdif-glyA-6	Cdif-sodA-12	Cdif-atpA-11	Cdif-adk-1
Cdif-ST-214	Cdif-recA-5	Cdif-dxr-2	Cdif-tpi-12	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-215	Cdif-recA-6	Cdif-dxr-3	Cdif-tpi-29	Cdif-glyA-8	Cdif-sodA-9	Cdif-atpA-7	Cdif-adk-3
Cdif-ST-216	Cdif-recA-6	Cdif-dxr-3	Cdif-tpi-6	Cdif-glyA-8	Cdif-sodA-9	Cdif-atpA-7	Cdif-adk-3
Cdif-ST-217	Cdif-recA-6	Cdif-dxr-3	Cdif-tpi-1	Cdif-glyA-8	Cdif-sodA-9	Cdif-atpA-7	Cdif-adk-3
Cdif-ST-218	Cdif-recA-1	Cdif-dxr-8	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-5	Cdif-adk-2
Cdif-ST-219	Cdif-recA-6	Cdif-dxr-3	Cdif-tpi-11	Cdif-glyA-1	Cdif-sodA-9	Cdif-atpA-7	Cdif-adk-3
Cdif-ST-220	Cdif-recA-1	Cdif-dxr-7	Cdif-tpi-3	Cdif-glyA-8	Cdif-sodA-3	Cdif-atpA-4	Cdif-adk-1
Cdif-ST-221	Cdif-recA-2	Cdif-dxr-4	Cdif-tpi-29	Cdif-glyA-7	Cdif-sodA-8	Cdif-atpA-6	Cdif-adk-1
Cdif-ST-222	Cdif-recA-1	Cdif-dxr-1	Cdif-tpi-2	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-223	Cdif-recA-1	Cdif-dxr-11	Cdif-tpi-5	Cdif-glyA-17	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-224	Cdif-recA-1	Cdif-dxr-9	Cdif-tpi-2	Cdif-glyA-10	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-225	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-5	Cdif-glyA-5	Cdif-sodA-33	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-226	Cdif-recA-14	Cdif-dxr-9	Cdif-tpi-2	Cdif-glyA-23	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-227	Cdif-recA-1	Cdif-dxr-1	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-228	Cdif-recA-1	Cdif-dxr-11	Cdif-tpi-1	Cdif-glyA-5	Cdif-sodA-33	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-229	Cdif-recA-1	Cdif-dxr-9	Cdif-tpi-2	Cdif-glyA-5	Cdif-sodA-33	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-230	Cdif-recA-14	Cdif-dxr-9	Cdif-tpi-1	Cdif-glyA-9	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-231	Cdif-recA-14	Cdif-dxr-9	Cdif-tpi-2	Cdif-glyA-9	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-232	Cdif-recA-1	Cdif-dxr-9	Cdif-tpi-5	Cdif-glyA-9	Cdif-sodA-3	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-233	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-16	Cdif-sodA-12	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-234	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-3	Cdif-adk-1
Cdif-ST-235	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-3	Cdif-adk-1
Cdif-ST-236	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-6	Cdif-glyA-16	Cdif-sodA-17	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-237	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-12	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-238	Cdif-recA-6	Cdif-dxr-10	Cdif-tpi-15	Cdif-glyA-8	Cdif-sodA-18	Cdif-atpA-12	Cdif-adk-3
Cdif-ST-239	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-3	Cdif-adk-1
Cdif-ST-240	Cdif-recA-2	Cdif-dxr-7	Cdif-tpi-1	Cdif-glyA-8	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-241	Cdif-recA-6	Cdif-dxr-10	Cdif-tpi-15	Cdif-glyA-14	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-11
Cdif-ST-242	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-18	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-243	Cdif-recA-6	Cdif-dxr-14	Cdif-tpi-10	Cdif-glyA-14	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-11
Cdif-ST-244	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-15	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-245	Cdif-recA-22	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-246	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-6	Cdif-sodA-3	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-247	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-5	Cdif-adk-2
Cdif-ST-248	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-12	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-249	Cdif-recA-5	Cdif-dxr-2	Cdif-tpi-16	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-250	Cdif-recA-3	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-5	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-251	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-3	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-2
Cdif-ST-252	Cdif-recA-1	Cdif-dxr-9	Cdif-tpi-2	Cdif-glyA-37	Cdif-sodA-1	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-253	Cdif-recA-1	Cdif-dxr-18	Cdif-tpi-2	Cdif-glyA-9	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-254	Cdif-recA-6	Cdif-dxr-14	Cdif-tpi-15	Cdif-glyA-14	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-11
Cdif-ST-255	Cdif-recA-8	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-3	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-2
Cdif-ST-256	Cdif-recA-5	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-257	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-35	Cdif-atpA-3	Cdif-adk-1
Cdif-ST-258	Cdif-recA-9	Cdif-dxr-5	Cdif-tpi-36	Cdif-glyA-11	Cdif-sodA-11	Cdif-atpA-24	Cdif-adk-5
Cdif-ST-259	Cdif-recA-6	Cdif-dxr-10	Cdif-tpi-15	Cdif-glyA-42	Cdif-sodA-20	Cdif-atpA-25	Cdif-adk-11
Cdif-ST-260	Cdif-recA-6	Cdif-dxr-14	Cdif-tpi-15	Cdif-glyA-43	Cdif-sodA-39	Cdif-atpA-7	Cdif-adk-17
Cdif-ST-261	Cdif-recA-7	Cdif-dxr-3	Cdif-tpi-37	Cdif-glyA-8	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-3
Cdif-ST-262	Cdif-recA-6	Cdif-dxr-10	Cdif-tpi-10	Cdif-glyA-44	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-11
Cdif-ST-263	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-3	Cdif-glyA-6	Cdif-sodA-40	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-264	Cdif-recA-1	Cdif-dxr-9	Cdif-tpi-2	Cdif-glyA-9	Cdif-sodA-41	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-265	Cdif-recA-5	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-42	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-266	Cdif-recA-6	Cdif-dxr-10	Cdif-tpi-15	Cdif-glyA-8	Cdif-sodA-18	Cdif-atpA-26	Cdif-adk-3
Cdif-ST-267	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-35	Cdif-glyA-1	Cdif-sodA-43	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-268	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-44	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-269	Cdif-recA-1	Cdif-dxr-11	Cdif-tpi-5	Cdif-glyA-9	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-18
Cdif-ST-270	Cdif-recA-1	Cdif-dxr-7	Cdif-tpi-34	Cdif-glyA-1	Cdif-sodA-13	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-271	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-45	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-272	Cdif-recA-24	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-273	Cdif-recA-6	Cdif-dxr-14	Cdif-tpi-9	Cdif-glyA-46	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-11
Cdif-ST-274	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-15	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-275	Cdif-recA-1	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-47	Cdif-sodA-11	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-276	Cdif-recA-1	Cdif-dxr-9	Cdif-tpi-38	Cdif-glyA-23	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-277	Cdif-recA-1	Cdif-dxr-9	Cdif-tpi-39	Cdif-glyA-23	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-278	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-12	Cdif-glyA-6	Cdif-sodA-12	Cdif-atpA-1	Cdif-adk-2
Cdif-ST-279	Cdif-recA-18	Cdif-dxr-22	Cdif-tpi-32	Cdif-glyA-33	Cdif-sodA-32	Cdif-atpA-18	Cdif-adk-13
Cdif-ST-280	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-27	Cdif-sodA-28	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-281	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-2	Cdif-glyA-1	Cdif-sodA-22	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-282	Cdif-recA-5	Cdif-dxr-16	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-283	Cdif-recA-6	Cdif-dxr-14	Cdif-tpi-15	Cdif-glyA-42	Cdif-sodA-20	Cdif-atpA-25	Cdif-adk-11
Cdif-ST-284	Cdif-recA-3	Cdif-dxr-2	Cdif-tpi-10	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-285	Cdif-recA-25	Cdif-dxr-4	Cdif-tpi-7	Cdif-glyA-7	Cdif-sodA-8	Cdif-atpA-6	Cdif-adk-1
Cdif-ST-286	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-3	Cdif-glyA-3	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-287	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-11	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-2
Cdif-ST-288	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-6	Cdif-glyA-3	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-289	Cdif-recA-5	Cdif-dxr-7	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-290	Cdif-recA-26	Cdif-dxr-22	Cdif-tpi-40	Cdif-glyA-33	Cdif-sodA-38	Cdif-atpA-17	Cdif-adk-13
Cdif-ST-291	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-292	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-27	Cdif-adk-1
Cdif-ST-293	Cdif-recA-27	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-294	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-6	Cdif-glyA-46	Cdif-sodA-1	Cdif-atpA-3	Cdif-adk-1
Cdif-ST-295	Cdif-recA-5	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-28	Cdif-adk-1
Cdif-ST-296	Cdif-recA-8	Cdif-dxr-6	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-297	Cdif-recA-18	Cdif-dxr-22	Cdif-tpi-26	Cdif-glyA-33	Cdif-sodA-31	Cdif-atpA-17	Cdif-adk-13
Cdif-ST-298	Cdif-recA-6	Cdif-dxr-10	Cdif-tpi-10	Cdif-glyA-14	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-11
Cdif-ST-299	Cdif-recA-4	Cdif-dxr-6	Cdif-tpi-4	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-300	Cdif-recA-6	Cdif-dxr-14	Cdif-tpi-15	Cdif-glyA-43	Cdif-sodA-45	Cdif-atpA-7	Cdif-adk-19
Cdif-ST-301	Cdif-recA-1	Cdif-dxr-6	Cdif-tpi-41	Cdif-glyA-9	Cdif-sodA-33	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-302	Cdif-recA-1	Cdif-dxr-16	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-303	Cdif-recA-18	Cdif-dxr-22	Cdif-tpi-32	Cdif-glyA-33	Cdif-sodA-31	Cdif-atpA-18	Cdif-adk-13
Cdif-ST-304	Cdif-recA-5	Cdif-dxr-30	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-305	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-6	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-20
Cdif-ST-306	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-43	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-5	Cdif-adk-2
Cdif-ST-307	Cdif-recA-1	Cdif-dxr-32	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-21
Cdif-ST-308	Cdif-recA-1	Cdif-dxr-33	Cdif-tpi-44	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-309	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-49	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-310	Cdif-recA-6	Cdif-dxr-14	Cdif-tpi-10	Cdif-glyA-14	Cdif-sodA-20	Cdif-atpA-32	Cdif-adk-11
Cdif-ST-311	Cdif-recA-21	Cdif-dxr-31	Cdif-tpi-42	Cdif-glyA-48	Cdif-sodA-46	Cdif-atpA-33	Cdif-adk-15
Cdif-ST-312	Cdif-recA-1	Cdif-dxr-13	Cdif-tpi-45	Cdif-glyA-1	Cdif-sodA-1	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-313	Cdif-recA-28	Cdif-dxr-2	Cdif-tpi-44	Cdif-glyA-3	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-314	Cdif-recA-26	Cdif-dxr-22	Cdif-tpi-26	Cdif-glyA-40	Cdif-sodA-31	Cdif-atpA-31	Cdif-adk-13
Cdif-ST-315	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-27	Cdif-sodA-29	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-316	Cdif-recA-15	Cdif-dxr-5	Cdif-tpi-23	Cdif-glyA-27	Cdif-sodA-29	Cdif-atpA-8	Cdif-adk-5
Cdif-ST-317	Cdif-recA-9	Cdif-dxr-5	Cdif-tpi-8	Cdif-glyA-11	Cdif-sodA-11	Cdif-atpA-8	Cdif-adk-22
Cdif-ST-318	Cdif-recA-4	Cdif-dxr-6	Cdif-tpi-6	Cdif-glyA-1	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-319	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-5	Cdif-sodA-5	Cdif-atpA-11	Cdif-adk-1
Cdif-ST-320	Cdif-recA-6	Cdif-dxr-10	Cdif-tpi-15	Cdif-glyA-43	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-11
Cdif-ST-321	Cdif-recA-8	Cdif-dxr-2	Cdif-tpi-6	Cdif-glyA-15	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-322	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-3	Cdif-glyA-6	Cdif-sodA-12	Cdif-atpA-1	Cdif-adk-1
Cdif-ST-323	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-5	Cdif-adk-1
Cdif-ST-324	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-6	Cdif-sodA-5	Cdif-atpA-7	Cdif-adk-1
Cdif-ST-325	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-1	Cdif-glyA-3	Cdif-sodA-3	Cdif-atpA-1	Cdif-adk-2
Cdif-ST-326	Cdif-recA-1	Cdif-dxr-2	Cdif-tpi-4	Cdif-glyA-1	Cdif-sodA-5	Cdif-atpA-2	Cdif-adk-1
Cdif-ST-327	Cdif-recA-6	Cdif-dxr-14	Cdif-tpi-47	Cdif-glyA-14	Cdif-sodA-20	Cdif-atpA-7	Cdif-adk-1
Cdif-ST-328	Cdif-recA-28	Cdif-dxr-2	Cdif-tpi-44	Cdif-glyA-4	Cdif-sodA-5	Cdif-atpA-1	Cdif-adk-1
